TransactionID,UserID,TransactionAmount,Timestamp
TX2240,U44,440.68,2022-02-02
TX2241,U38,92.05,2022-12-29
TX2242,U84,718.89,2022-04-21
TX2243,U23,214.52,2022-05-01
TX2244,U45,197.76,2022-01-16
TX2245,U52,413.35,2022-08-15
TX2246,U80,228.55,2022-01-11
TX2247,U50,584.27,2022-07-22
TX2248,U8,372.09,2022-07-21
TX2249,U85,449.46,2022-04-08
TX2250,U1,537.63,2022-04-26
TX2251,U8,204.33,2022-10-08
TX2252,U29,156.6,2022-12-15
TX2253,U96,880.54,2022-08-20
TX2254,U5,434.29,2022-04-21
TX2255,U86,412.68,2022-12-18
TX2256,U47,36.58,2022-01-12
TX2257,U34,498.48,2022-01-21
TX2258,U65,554.62,2022-05-07
TX2259,U55,559.28,2022-10-12
TX2260,U90,707.32,2022-05-01
TX2261,U43,178.3,2022-05-04
TX2262,U74,252.97,2022-02-02
TX2263,U30,810.92,2022-06-19
TX2264,U82,947.22,2022-03-18
TX2265,U17,136.8,2022-10-24
TX2266,U26,498.15,2022-11-26
TX2267,U8,214.96,2022-03-04
TX2268,U47,61.01,2022-09-27
TX2269,U76,326.18,2022-08-04
TX2270,U91,144.54,2022-07-09
TX2271,U72,710.22,2022-03-16
TX2272,U89,534.19,2022-06-23
TX2273,U46,144.69,2022-03-08
TX2274,U68,10.23,2022-04-03
TX2275,U33,808.35,2022-02-22
TX2276,U1,177.02,2022-04-04
TX2277,U19,606.61,2022-04-23
TX2278,U31,337.58,2022-08-17
TX2279,U80,585.9,2022-09-07
TX2280,U14,316.34,2022-07-28
TX2281,U53,87.85,2022-07-01
TX2282,U48,223.73,2022-09-24
TX2283,U69,188.87,2022-10-08
TX2284,U90,428.59,2022-06-04
TX2285,U62,658.63,2022-03-24
TX2286,U92,264.54,2022-07-05
TX2287,U66,13.06,2022-12-15
TX2288,U64,519.42,2022-05-19
TX2289,U70,606.15,2022-02-24
TX2290,U63,962.91,2022-01-19
TX2291,U73,589.88,2022-12-14
TX2292,U33,471.7,2022-12-12
TX2293,U41,573.83,2022-09-24
TX2294,U89,927.97,2022-05-22
TX2295,U48,828.55,2022-11-12
TX2296,U13,323.66,2022-06-13
TX2297,U73,238.02,2022-09-09
TX2298,U77,263.37,2022-08-20
TX2299,U31,504.92,2022-10-24
TX2300,U75,744.31,2022-12-29
TX2301,U68,503.72,2022-03-01
TX2302,U98,68.73,2022-01-22
TX2303,U4,723.86,2022-05-06
TX2304,U19,806.16,2022-04-13
TX2305,U70,290.21,2022-08-09
TX2306,U98,664.46,2022-04-20
TX2307,U82,427.17,2022-02-27
TX2308,U13,889.23,2022-03-06
TX2309,U23,845.38,2022-02-27
TX2310,U83,525.91,2022-06-07
TX2311,U75,691.81,2022-03-17
TX2312,U1,883.47,2022-01-19
TX2313,U88,496.22,2022-07-09
TX2314,U54,313.94,2022-09-07
TX2315,U71,753.91,2022-12-26
TX2316,U89,220.85,2022-12-29
TX2317,U85,389.14,2022-03-20
TX2318,U15,865.86,2022-03-25
TX2319,U65,724.7,2022-06-21
TX2320,U76,404.41,2022-07-31
TX2321,U71,215.53,2022-05-29
TX2322,U15,356.61,2022-01-10
TX2323,U21,284.82,2022-01-30
TX2324,U19,176.91,2022-10-07
TX2325,U60,743.59,2022-02-24
TX2326,U93,252.82,2022-12-26
TX2327,U89,454.71,2022-05-07
TX2328,U33,386.47,2022-06-29
TX2329,U49,982.1,2022-08-20
TX2330,U96,391.7,2022-04-03
TX2331,U35,80.9,2022-01-08
TX2332,U44,90.74,2022-09-04
TX2333,U90,591.16,2022-11-27
TX2334,U11,599.76,2022-07-15
TX2335,U99,419.34,2022-06-12
TX2336,U72,432.41,2022-02-09
TX2337,U78,54.88,2022-09-11
TX2338,U74,517.03,2022-03-26
TX2339,U66,505.23,2022-09-29
TX2340,U46,150.4,2022-03-19
TX2341,U9,104.74,2022-08-01
TX2342,U3,124.45,2022-10-31
TX2343,U85,101.93,2022-09-12
TX2344,U26,610.1,2022-04-01
TX2345,U72,197.29,2022-07-12
TX2346,U48,252.18,2022-09-10
TX2347,U66,174.4,2022-10-05
TX2348,U70,957.88,2022-05-23
TX2349,U28,854.76,2022-09-01
TX2350,U93,231.26,2022-07-31
TX2351,U26,328.24,2022-07-14
TX2352,U25,210.68,2022-09-27
TX2353,U12,492.38,2022-11-25
TX2354,U5,20.59,2022-01-19
TX2355,U98,671.7,2022-02-09
TX2356,U48,523.63,2022-04-08
TX2357,U37,898.74,2022-01-04
TX2358,U79,165.23,2022-02-02
TX2359,U44,804.31,2022-10-26
TX2360,U100,792.17,2022-06-14
TX2361,U15,128.05,2022-01-27
TX2362,U43,399.16,2022-06-22
TX2363,U48,170.98,2022-12-03
TX2364,U87,255.47,2022-04-23
TX2365,U70,263.98,2022-04-05
TX2366,U46,556.68,2022-11-15
TX2367,U43,412.0,2022-08-21
TX2368,U21,947.79,2022-05-14
TX2369,U23,127.24,2022-05-04
TX2370,U80,973.72,2022-12-17
TX2371,U47,231.41,2022-11-19
TX2372,U15,773.1,2022-12-19
TX2373,U25,339.63,2022-04-26
TX2374,U36,143.94,2022-01-13
TX2375,U75,858.03,2022-11-16
TX2376,U51,309.55,2022-06-14
TX2377,U15,659.2,2022-07-27
TX2378,U68,566.88,2022-03-26
TX2379,U21,472.28,2022-09-05
TX2380,U13,496.32,2022-02-25
TX2381,U86,732.51,2022-06-21
TX2382,U19,88.69,2022-05-21
TX2383,U34,668.51,2022-05-12
TX2384,U78,895.92,2022-07-20
TX2385,U68,58.73,2022-10-16
TX2386,U52,141.51,2022-11-05
TX2387,U27,716.92,2022-12-23
TX2388,U29,437.84,2022-12-11
TX2389,U28,404.15,2022-06-28
TX2390,U35,137.83,2022-01-29
TX2391,U8,507.26,2022-11-03
TX2392,U16,127.42,2022-11-02
TX2393,U36,477.14,2022-02-05
TX2394,U30,763.85,2022-04-19
TX2395,U18,259.01,2022-11-12
TX2396,U2,481.31,2022-05-26
TX2397,U49,992.02,2022-10-03
TX2398,U77,686.96,2022-05-26
TX2399,U4,841.52,2022-06-17
TX2400,U90,415.43,2022-09-14
TX2401,U89,768.09,2022-10-02
TX2402,U94,41.47,2022-03-28
TX2403,U75,123.79,2022-06-03
TX2404,U7,203.87,2022-10-12
TX2405,U95,402.55,2022-11-11
TX2406,U74,845.9,2022-11-15
TX2407,U39,346.92,2022-04-08
TX2408,U13,654.97,2022-07-30
TX2409,U31,709.6,2022-02-17
TX2410,U71,586.6,2022-11-14
TX2411,U63,357.88,2022-10-01
TX2412,U56,577.48,2022-07-13
TX2413,U42,342.92,2022-09-09
TX2414,U61,84.79,2022-10-10
TX2415,U42,992.81,2022-09-19
TX2416,U56,128.06,2022-09-19
TX2417,U36,73.28,2022-01-31
TX2418,U84,878.65,2022-04-15
TX2419,U68,302.53,2022-12-16
TX2420,U7,650.65,2022-11-08
TX2421,U54,329.68,2022-06-18
TX2422,U1,392.06,2022-08-24
TX2423,U44,262.85,2022-10-01
TX2424,U45,343.7,2022-12-09
TX2425,U47,411.29,2022-08-18
TX2426,U13,720.7,2022-01-23
TX2427,U22,512.02,2022-06-13
TX2428,U21,943.62,2022-10-08
TX2429,U86,42.84,2022-01-07
TX2430,U92,503.57,2022-07-29
TX2431,U9,584.64,2022-09-10
TX2432,U26,920.28,2022-05-13
TX2433,U9,50.11,2022-10-01
TX2434,U15,573.93,2022-04-16
TX2435,U10,853.78,2022-08-20
TX2436,U88,242.69,2022-02-02
TX2437,U42,876.42,2022-03-20
TX2438,U72,20.02,2022-02-04
TX2439,U24,732.72,2022-04-20
TX2440,U80,933.18,2022-11-17
TX2441,U49,657.54,2022-03-04
TX2442,U26,439.59,2022-11-24
TX2443,U91,45.84,2022-10-24
TX2444,U37,920.19,2022-06-27
TX2445,U68,470.83,2022-12-30
TX2446,U50,29.97,2022-08-20
TX2447,U24,690.13,2022-04-14
TX2448,U19,482.36,2022-10-21
TX2449,U100,125.22,2022-02-04
TX2450,U60,215.06,2022-07-13
TX2451,U39,65.43,2022-06-23
TX2452,U74,574.72,2022-04-12
TX2453,U89,622.41,2022-11-20
TX2454,U18,506.24,2022-10-20
TX2455,U19,817.29,2022-03-26
TX2456,U36,861.15,2022-07-20
TX2457,U74,616.01,2022-06-22
TX2458,U97,13.74,2022-01-29
TX2459,U55,695.53,2022-10-24
TX2460,U69,418.58,2022-02-25
TX2461,U47,565.99,2022-01-16
TX2462,U49,649.43,2022-05-20
TX2463,U99,350.89,2022-03-07
TX2464,U98,917.18,2022-05-27
TX2465,U33,134.84,2022-06-07
TX2466,U21,671.84,2022-03-10
TX2467,U81,5.36,2022-01-23
TX2468,U22,924.73,2022-07-09
TX2469,U48,113.39,2022-09-05
TX2470,U37,95.79,2022-11-05
TX2471,U15,333.67,2022-05-25
TX2472,U35,374.19,2022-11-01
TX2473,U92,215.09,2022-06-26
TX2474,U71,585.54,2022-07-14
TX2475,U32,443.47,2022-01-13
TX2476,U11,35.14,2022-12-30
TX2477,U10,320.33,2022-06-15
TX2478,U73,810.62,2022-05-30
TX2479,U78,690.01,2022-12-07
TX2480,U77,725.15,2022-02-14
TX2481,U57,698.42,2022-06-23
TX2482,U25,311.66,2022-06-16
TX2483,U2,100.56,2022-07-16
TX2484,U64,273.19,2022-07-25
TX2485,U35,831.95,2022-03-23
TX2486,U7,980.49,2022-03-09
TX2487,U85,494.35,2022-04-07
TX2488,U18,10.69,2022-06-16
TX2489,U67,140.9,2022-03-18
TX2490,U42,322.76,2022-08-25
TX2491,U39,579.01,2022-07-15
TX2492,U41,76.02,2022-10-18
TX2493,U75,943.41,2022-05-16
TX2494,U24,365.72,2022-11-04
TX2495,U60,912.67,2022-10-23
TX2496,U46,780.74,2022-02-05
TX2497,U19,755.68,2022-09-05
TX2498,U68,607.11,2022-09-11
TX2499,U90,627.16,2022-08-02
TX2500,U42,638.37,2022-09-09
TX2501,U32,629.09,2022-03-11
TX2502,U39,554.17,2022-08-22
TX2503,U36,986.43,2022-11-25
TX2504,U97,732.56,2022-01-16
TX2505,U36,777.17,2022-06-23
TX2506,U3,872.59,2022-07-06
TX2507,U73,216.42,2022-10-21
TX2508,U8,84.72,2022-08-13
TX2509,U97,483.41,2022-10-01
TX2510,U70,514.57,2022-01-12
TX2511,U41,829.35,2022-11-06
TX2512,U68,444.34,2022-08-07
TX2513,U13,571.28,2022-01-01
TX2514,U49,527.54,2022-04-21
TX2515,U60,39.16,2022-10-04
TX2516,U2,615.6,2022-05-09
TX2517,U60,828.22,2022-04-03
TX2518,U5,158.34,2022-02-08
TX2519,U44,594.74,2022-11-12
TX2520,U27,594.02,2022-06-08
TX2521,U32,165.02,2022-07-05
TX2522,U21,124.34,2022-12-19
TX2523,U8,980.07,2022-09-13
TX2524,U72,394.33,2022-08-27
TX2525,U50,228.19,2022-04-14
TX2526,U67,172.15,2022-01-29
TX2527,U44,667.93,2022-03-30
TX2528,U58,609.84,2022-02-20
TX2529,U3,643.91,2022-12-30
TX2530,U86,88.92,2022-05-27
TX2531,U70,893.64,2022-11-10
TX2532,U2,389.88,2022-02-05
TX2533,U87,314.06,2022-10-11
TX2534,U44,462.9,2022-04-11
TX2535,U2,390.68,2022-04-17
TX2536,U81,863.71,2022-12-11
TX2537,U35,929.33,2022-10-18
TX2538,U98,304.15,2022-12-15
TX2539,U87,864.07,2022-04-15
TX2540,U30,781.74,2022-08-09
TX2541,U8,930.88,2022-03-17
TX2542,U22,246.5,2022-08-15
TX2543,U44,577.38,2022-03-25
TX2544,U58,275.27,2022-03-17
TX2545,U36,824.27,2022-09-06
TX2546,U69,6.32,2022-09-12
TX2547,U77,565.25,2022-02-19
TX2548,U93,339.86,2022-12-22
TX2549,U31,323.36,2022-07-29
TX2550,U47,645.26,2022-06-07
TX2551,U55,851.63,2022-11-24
TX2552,U80,609.59,2022-08-21
TX2553,U62,853.32,2022-03-18
TX2554,U30,265.33,2022-08-11
TX2555,U55,519.98,2022-05-01
TX2556,U16,451.09,2022-11-06
TX2557,U12,12.63,2022-11-23
TX2558,U17,557.26,2022-12-07
TX2559,U16,661.86,2022-12-24
TX2560,U12,592.32,2022-04-17
TX2561,U8,736.54,2022-08-29
TX2562,U84,571.77,2022-01-28
TX2563,U3,67.68,2022-07-11
TX2564,U16,117.33,2022-09-06
TX2565,U30,596.88,2022-12-30
TX2566,U23,275.7,2022-08-01
TX2567,U92,80.57,2022-01-21
TX2568,U5,430.17,2022-06-04
TX2569,U84,554.77,2022-01-27
TX2570,U65,329.42,2022-03-18
TX2571,U30,720.71,2022-11-02
TX2572,U21,644.13,2022-02-26
TX2573,U84,333.49,2022-04-29
TX2574,U70,755.12,2022-06-14
TX2575,U22,649.05,2022-03-05
TX2576,U82,637.81,2022-02-17
TX2577,U72,553.87,2022-05-30
TX2578,U32,12.38,2022-06-07
TX2579,U33,696.81,2022-06-05
TX2580,U16,376.67,2022-05-31
TX2581,U76,942.67,2022-08-13
TX2582,U38,818.17,2022-09-17
TX2583,U98,588.11,2022-09-13
TX2584,U14,252.93,2022-03-02
TX2585,U36,204.51,2022-12-18
TX2586,U97,341.04,2022-09-17
TX2587,U23,477.09,2022-11-17
TX2588,U66,296.77,2022-06-11
TX2589,U85,515.41,2022-12-15
TX2590,U2,166.21,2022-01-31
TX2591,U91,977.74,2022-03-12
TX2592,U73,108.82,2022-01-02
TX2593,U65,932.01,2022-02-19
TX2594,U75,913.66,2022-05-15
TX2595,U67,525.84,2022-05-26
TX2596,U52,725.19,2022-06-28
TX2597,U62,436.61,2022-09-21
TX2598,U23,630.4,2022-11-07
TX2599,U26,341.24,2022-07-23
TX2600,U68,301.86,2022-10-26
TX2601,U82,578.65,2022-07-06
TX2602,U55,498.63,2022-01-30
TX2603,U6,579.96,2022-02-28
TX2604,U35,287.37,2022-01-09
TX2605,U22,367.59,2022-11-20
TX2606,U43,84.81,2022-06-16
TX2607,U15,53.22,2022-12-03
TX2608,U86,254.2,2022-10-06
TX2609,U60,75.17,2022-07-10
TX2610,U12,104.67,2022-08-30
TX2611,U49,813.12,2022-10-05
TX2612,U42,39.83,2022-06-03
TX2613,U38,659.28,2022-06-09
TX2614,U82,273.29,2022-09-22
TX2615,U45,871.67,2022-08-23
TX2616,U35,485.51,2022-12-12
TX2617,U30,306.27,2022-07-18
TX2618,U88,518.12,2022-02-02
TX2619,U30,382.58,2022-03-30
TX2620,U78,564.74,2022-04-05
TX2621,U6,115.42,2022-08-09
TX2622,U67,996.99,2022-03-10
TX2623,U80,426.13,2022-10-21
TX2624,U7,348.88,2022-08-25
TX2625,U52,710.5,2022-06-09
TX2626,U14,364.54,2022-11-16
TX2627,U73,833.44,2022-11-24
TX2628,U15,454.82,2022-10-03
TX2629,U21,719.84,2022-10-17
TX2630,U35,108.35,2022-02-11
TX2631,U66,846.27,2022-03-07
TX2632,U91,735.98,2022-01-21
TX2633,U2,212.51,2022-12-01
TX2634,U35,146.14,2022-03-11
TX2635,U82,316.98,2022-09-18
TX2636,U78,976.09,2022-09-03
TX2637,U20,257.57,2022-11-19
TX2638,U82,456.67,2022-08-23
TX2639,U10,30.99,2022-09-29
TX2640,U25,397.83,2022-04-09
TX2641,U66,571.75,2022-11-25
TX2642,U25,953.17,2022-02-04
TX2643,U54,517.22,2022-12-05
TX2644,U33,819.29,2022-06-20
TX2645,U36,547.58,2022-04-20
TX2646,U95,41.74,2022-10-22
TX2647,U14,315.69,2022-01-10
TX2648,U65,575.97,2022-07-21
TX2649,U80,950.64,2022-09-14
TX2650,U54,859.27,2022-09-19
TX2651,U52,229.13,2022-06-30
TX2652,U3,220.89,2022-03-07
TX2653,U99,201.97,2022-10-21
TX2654,U41,922.58,2022-06-10
TX2655,U6,852.81,2022-03-08
TX2656,U25,775.11,2022-04-10
TX2657,U13,393.34,2022-03-18
TX2658,U98,504.88,2022-02-04
TX2659,U8,464.87,2022-02-14
TX2660,U21,254.14,2022-05-30
TX2661,U98,505.52,2022-03-09
TX2662,U68,31.47,2022-09-11
TX2663,U25,132.68,2022-01-17
TX2664,U79,886.7,2022-09-18
TX2665,U68,751.93,2022-08-01
TX2666,U45,423.45,2022-11-09
TX2667,U60,517.63,2022-09-13
TX2668,U12,370.63,2022-08-04
TX2669,U32,741.04,2022-12-17
TX2670,U96,784.4,2022-10-13
TX2671,U92,763.52,2022-01-07
TX2672,U13,722.89,2022-07-18
TX2673,U31,205.3,2022-04-01
TX2674,U78,338.63,2022-05-27
TX2675,U20,470.38,2022-05-30
TX2676,U18,331.46,2022-02-21
TX2677,U93,755.19,2022-08-31
TX2678,U60,330.02,2022-08-07
TX2679,U63,139.09,2022-01-06
TX2680,U6,399.64,2022-04-19
TX2681,U32,979.93,2022-12-17
TX2682,U93,226.66,2022-03-07
TX2683,U43,612.55,2022-01-10
TX2684,U2,433.54,2022-07-21
TX2685,U60,71.95,2022-10-09
TX2686,U23,488.39,2022-08-02
TX2687,U83,702.46,2022-03-09
TX2688,U31,513.71,2022-09-04
TX2689,U5,872.23,2022-12-20
TX2690,U83,289.65,2022-11-23
TX2691,U34,87.16,2022-02-19
TX2692,U10,936.63,2022-01-17
TX2693,U89,378.82,2022-01-11
TX2694,U2,576.83,2022-11-05
TX2695,U11,792.21,2022-11-02
TX2696,U50,324.99,2022-05-04
TX2697,U31,716.45,2022-08-13
TX2698,U56,136.28,2022-09-01
TX2699,U79,292.0,2022-11-14
TX2700,U73,145.57,2022-11-28
TX2701,U87,811.42,2022-12-12
TX2702,U83,223.43,2022-01-29
TX2703,U9,717.69,2022-12-24
TX2704,U99,943.36,2022-12-23
TX2705,U21,528.24,2022-12-31
TX2706,U73,540.49,2022-10-12
TX2707,U28,461.57,2022-02-28
TX2708,U62,326.56,2022-05-23
TX2709,U7,476.18,2022-11-22
TX2710,U80,603.2,2022-12-18
TX2711,U16,986.01,2022-10-27
TX2712,U97,937.83,2022-08-14
TX2713,U4,862.29,2022-06-13
TX2714,U4,889.24,2022-03-25
TX2715,U40,468.38,2022-11-09
TX2716,U17,657.79,2022-04-27
TX2717,U52,895.17,2022-11-16
TX2718,U93,393.56,2022-07-23
TX2719,U52,961.8,2022-12-21
TX2720,U36,416.37,2022-10-21
TX2721,U38,601.48,2022-05-25
TX2722,U50,710.09,2022-01-27
TX2723,U63,950.64,2022-01-17
TX2724,U63,245.37,2022-03-04
TX2725,U62,746.38,2022-09-24
TX2726,U99,521.29,2022-03-05
TX2727,U7,269.29,2022-02-08
TX2728,U27,776.83,2022-05-10
TX2729,U92,552.67,2022-04-25
TX2730,U86,661.31,2022-02-14
TX2731,U14,323.58,2022-08-04
TX2732,U71,481.79,2022-03-29
TX2733,U86,617.74,2022-12-02
TX2734,U5,405.51,2022-06-26
TX2735,U55,199.17,2022-09-22
TX2736,U2,961.68,2022-04-15
TX2737,U62,511.96,2022-11-30
TX2738,U91,734.19,2022-10-28
TX2739,U21,411.64,2022-06-20
TX2740,U79,355.78,2022-04-18
TX2741,U21,407.76,2022-12-21
TX2742,U10,409.79,2022-06-10
TX2743,U87,544.64,2022-10-10
TX2744,U58,543.93,2022-02-09
TX2745,U39,497.66,2022-01-26
TX2746,U5,135.65,2022-03-24
TX2747,U65,496.58,2022-06-22
TX2748,U13,169.93,2022-06-22
TX2749,U85,127.01,2022-10-09
TX2750,U90,932.71,2022-03-11
TX2751,U85,605.35,2022-11-19
TX2752,U53,659.83,2022-01-06
TX2753,U82,402.39,2022-10-11
TX2754,U45,909.07,2022-07-14
TX2755,U32,638.29,2022-01-13
TX2756,U36,769.4,2022-03-04
TX2757,U81,369.19,2022-01-13
TX2758,U99,960.05,2022-09-06
TX2759,U60,820.64,2022-07-24
TX2760,U11,854.09,2022-09-10
TX2761,U63,173.02,2022-02-09
TX2762,U21,271.69,2022-06-14
TX2763,U52,286.34,2022-01-31
TX2764,U55,271.64,2022-01-17
TX2765,U26,855.55,2022-05-17
TX2766,U68,32.85,2022-12-31
TX2767,U34,77.02,2022-11-16
TX2768,U52,274.64,2022-11-09
TX2769,U82,200.67,2022-06-14
TX2770,U99,232.63,2022-10-08
TX2771,U93,798.15,2022-08-11
TX2772,U52,563.56,2022-05-02
TX2773,U29,6.76,2022-03-19
TX2774,U38,429.89,2022-11-09
TX2775,U42,408.48,2022-11-23
TX2776,U21,114.83,2022-03-29
TX2777,U42,676.47,2022-04-23
TX2778,U13,702.4,2022-04-10
TX2779,U64,721.17,2022-10-30
TX2780,U17,728.74,2022-08-27
TX2781,U9,1.05,2022-12-12
TX2782,U41,953.97,2022-04-21
TX2783,U1,814.39,2022-03-31
TX2784,U2,904.08,2022-05-19
TX2785,U60,16.63,2022-05-15
TX2786,U48,933.92,2022-01-12
TX2787,U29,809.98,2022-09-01
TX2788,U97,837.38,2022-07-01
TX2789,U10,94.19,2022-07-14
TX2790,U58,739.04,2022-12-28
TX2791,U60,959.96,2022-05-02
TX2792,U21,678.87,2022-02-22
TX2793,U28,570.99,2022-12-22
TX2794,U75,945.68,2022-06-22
TX2795,U34,443.49,2022-06-28
TX2796,U8,599.69,2022-10-20
TX2797,U59,476.86,2022-02-28
TX2798,U86,932.91,2022-02-23
TX2799,U72,77.01,2022-09-14
TX2800,U49,501.62,2022-09-02
TX2801,U79,687.27,2022-05-29
TX2802,U17,792.11,2022-10-11
TX2803,U60,583.44,2022-01-16
TX2804,U87,909.01,2022-06-25
TX2805,U88,942.05,2022-01-28
TX2806,U45,65.25,2022-05-09
TX2807,U83,402.97,2022-08-11
TX2808,U69,24.44,2022-09-01
TX2809,U32,330.09,2022-12-20
TX2810,U44,537.33,2022-08-26
TX2811,U65,910.88,2022-08-20
TX2812,U87,846.71,2022-11-22
TX2813,U8,128.37,2022-04-02
TX2814,U77,93.94,2022-01-03
TX2815,U72,589.68,2022-03-22
TX2816,U87,532.59,2022-02-13
TX2817,U43,267.11,2022-06-04
TX2818,U1,899.55,2022-01-24
TX2819,U51,927.44,2022-04-09
TX2820,U24,403.21,2022-06-20
TX2821,U99,890.41,2022-05-28
TX2822,U24,384.56,2022-05-03
TX2823,U17,737.08,2022-04-22
TX2824,U5,476.47,2022-05-10
TX2825,U20,123.46,2022-03-09
TX2826,U21,928.01,2022-12-13
TX2827,U58,454.64,2022-11-12
TX2828,U31,734.75,2022-08-05
TX2829,U100,367.81,2022-04-06
TX2830,U11,19.86,2022-05-25
TX2831,U52,101.43,2022-02-02
TX2832,U15,496.72,2022-10-13
TX2833,U83,690.27,2022-01-05
TX2834,U7,335.4,2022-04-28
TX2835,U28,695.79,2022-05-20
TX2836,U51,698.94,2022-08-18
TX2837,U58,704.23,2022-06-09
TX2838,U5,493.03,2022-10-21
TX2839,U5,914.97,2022-09-06
TX2840,U94,489.71,2022-09-30
TX2841,U96,450.81,2022-07-05
TX2842,U8,200.18,2022-12-31
TX2843,U64,308.35,2022-02-09
TX2844,U10,43.29,2022-08-12
TX2845,U38,633.9,2022-06-01
TX2846,U96,249.29,2022-05-20
TX2847,U92,304.85,2022-05-08
TX2848,U81,771.04,2022-12-17
TX2849,U95,327.89,2022-05-27
TX2850,U8,242.95,2022-10-12
TX2851,U25,169.89,2022-08-06
TX2852,U73,775.08,2022-08-08
TX2853,U66,130.58,2022-05-25
TX2854,U79,454.3,2022-11-25
TX2855,U50,507.42,2022-10-04
TX2856,U67,687.7,2022-08-30
TX2857,U49,633.65,2022-03-01
TX2858,U36,810.91,2022-04-08
TX2859,U68,45.71,2022-11-27
TX2860,U78,297.14,2022-06-30
TX2861,U41,280.85,2022-04-24
TX2862,U89,146.87,2022-04-13
TX2863,U62,289.89,2022-12-02
TX2864,U10,310.46,2022-11-15
TX2865,U21,522.36,2022-02-26
TX2866,U36,664.04,2022-10-12
TX2867,U12,381.72,2022-05-09
TX2868,U91,719.75,2022-11-11
TX2869,U2,336.83,2022-03-27
TX2870,U13,290.99,2022-07-19
TX2871,U53,541.65,2022-03-12
TX2872,U32,24.69,2022-12-11
TX2873,U95,80.71,2022-04-08
TX2874,U16,418.55,2022-10-27
TX2875,U32,942.97,2022-06-25
TX2876,U32,721.79,2022-08-21
TX2877,U98,89.04,2022-03-16
TX2878,U11,846.47,2022-05-23
TX2879,U10,732.57,2022-01-23
TX2880,U15,611.34,2022-06-30
TX2881,U17,820.47,2022-02-14
TX2882,U40,404.71,2022-04-02
TX2883,U18,222.28,2022-09-26
TX2884,U55,512.51,2022-02-03
TX2885,U73,549.29,2022-06-15
TX2886,U25,538.79,2022-03-11
TX2887,U59,565.51,2022-12-30
TX2888,U78,948.76,2022-07-15
TX2889,U89,902.34,2022-05-13
TX2890,U22,875.84,2022-09-04
TX2891,U30,801.62,2022-06-17
TX2892,U84,943.48,2022-10-04
TX2893,U85,99.4,2022-06-05
TX2894,U44,265.86,2022-01-23
TX2895,U32,495.56,2022-07-19
TX2896,U51,846.69,2022-10-02
TX2897,U46,505.66,2022-02-19
TX2898,U21,748.29,2022-07-05
TX2899,U99,139.82,2022-01-20
TX2900,U32,253.16,2022-04-26
TX2901,U94,732.04,2022-04-02
TX2902,U39,165.57,2022-12-15
TX2903,U12,352.0,2022-12-05
TX2904,U47,265.6,2022-02-22
TX2905,U18,350.51,2022-05-03
TX2906,U21,708.62,2022-12-07
TX2907,U13,368.48,2022-12-04
TX2908,U21,555.71,2022-09-22
TX2909,U8,100.83,2022-01-04
TX2910,U46,805.21,2022-06-18
TX2911,U7,370.52,2022-10-08
TX2912,U23,648.89,2022-10-17
TX2913,U96,725.66,2022-03-14
TX2914,U75,210.45,2022-05-17
TX2915,U86,884.79,2022-12-04
TX2916,U22,616.61,2022-09-13
TX2917,U89,429.3,2022-05-21
TX2918,U22,183.15,2022-07-27
TX2919,U92,942.36,2022-09-17
TX2920,U29,755.31,2022-09-20
TX2921,U13,208.82,2022-09-28
TX2922,U82,338.37,2022-02-07
TX2923,U2,809.86,2022-07-22
TX2924,U29,695.98,2022-08-12
TX2925,U85,766.02,2022-12-13
TX2926,U79,441.76,2022-02-21
TX2927,U52,716.76,2022-03-22
TX2928,U27,387.11,2022-12-22
TX2929,U50,212.05,2022-07-30
TX2930,U95,633.04,2022-01-07
TX2931,U79,976.04,2022-12-29
TX2932,U23,311.29,2022-02-14
TX2933,U88,461.51,2022-11-11
TX2934,U44,674.33,2022-10-04
TX2935,U77,541.96,2022-09-16
TX2936,U22,843.58,2022-05-22
TX2937,U43,761.98,2022-09-15
TX2938,U37,59.24,2022-10-12
TX2939,U61,998.42,2022-02-06
TX2940,U97,752.65,2022-02-14
TX2941,U56,864.04,2022-04-30
TX2942,U3,651.55,2022-02-15
TX2943,U63,856.43,2022-05-20
TX2944,U19,113.27,2022-02-22
TX2945,U23,348.39,2022-10-28
TX2946,U29,876.54,2022-10-15
TX2947,U30,202.45,2022-10-01
TX2948,U39,79.16,2022-09-26
TX2949,U25,788.33,2022-10-06
TX2950,U8,835.65,2022-03-03
TX2951,U58,163.49,2022-02-23
TX2952,U16,854.49,2022-03-10
TX2953,U72,687.08,2022-08-30
TX2954,U1,520.56,2022-09-27
TX2955,U5,830.42,2022-09-09
TX2956,U3,419.83,2022-12-20
TX2957,U65,194.8,2022-10-11
TX2958,U4,285.57,2022-12-17
TX2959,U99,505.66,2022-03-12
TX2960,U96,531.8,2022-11-19
TX2961,U64,805.78,2022-04-10
TX2962,U98,791.56,2022-03-02
TX2963,U89,581.79,2022-04-13
TX2964,U10,781.0,2022-04-29
TX2965,U21,192.58,2022-01-17
TX2966,U46,51.01,2022-11-01
TX2967,U91,873.76,2022-07-10
TX2968,U27,76.48,2022-07-31
TX2969,U66,247.44,2022-03-19
TX2970,U41,695.62,2022-02-15
TX2971,U13,410.04,2022-04-03
TX2972,U9,876.44,2022-01-13
TX2973,U36,298.68,2022-08-16
TX2974,U86,12.86,2022-10-28
